activity_year_x,lei,tax_id,agency_code_x,id_2017,respondent_rssd,respondent_name_x,respondent_state_x,respondent_city_x,assets,other_lender_code,parent_rssd,parent_name,topholder_rssd,topholder_name,activity_year_y,calendar_quarter,agency_code_y,respondent_name_y,respondent_state_y,respondent_city_y,respondent_zip_code,lar_count
2022,254900ZFWS2106HWPH46,33-0975529,7,3897443,3897443,"Paramount Residential Mortgage Group, Inc.",CA,Corona,-1,3,-1,-1,-1,,2022,4,7,PARAMOUNT RESIDENTIAL MORTGAGE,CA,CORONA,92879,45596
2022,254900FJRICL380R4T46,62-0681671,5,117391,117391,Leaders Credit Union,TN,Jackson,642830,0,-1,-1,-1,,2022,4,5,LEADERS CREDIT UNION,TN,JACKSON,38305,1978
2022,254900FB4VEI37KZPQ74,59-0359710,5,845395,845395,Miami Postal Service,FL,Miami,167408,0,-1,-1,-1,,2022,4,5,Miami Postal Service Credit Un,FL,MIAMI,33122,118
2022,549300RFPLMCMJL7BS81,26-2916887,7,5082663,5082663,"BELLWETHER ENTERPRISE REAL ESTATE CAPITAL, LLC",OH,CLEVELAND,-1,3,-1,-1,-1,,2022,4,7,"Bellwether Enterprise Real Estate Capital, LLC",OH,Cleveland,44121,263
2022,5493001TX1L6BVUQ0J60,44-0162250,3,819453,819453,Bank of Odessa,MO,Odessa,341617,0,1053339,-1,1053339,"COUNTRY AGENCIES & INVESTMENTS, INC.",2022,4,3,Bank of Odessa,MO,Odessa,64076-0000,330
2022,254900FBWHJU34E26I78,39-1968140,7,4438469,4438469,Accunet Mortgage LLC,WI,Waukesha,-1,3,-1,-1,-1,,2022,4,7,Accunet Mortgage LLC,WI,Waukesha,53188,769
2022,254900F5ZZOQMXYF0M92,39-0936429,5,752792,752792,Brokaw Credit Union,WI,Weston,70166,0,-1,-1,-1,,2022,4,5,Brokaw Credit Union,WI,Weston,54476,43
2022,5493001HBUA9JSUEWO16,57-1030051,3,2328137,2328137,First Community Bank,SC,Lexington,1583958,0,2337401,-1,2337401,FIRST COMMUNITY CORPORATION                                                                                             ,2022,4,3,First Community Bank,SC,Lexington,29072,559
2022,549300C5503CI7DSIP33,72-0474816,5,317388,317388,Bossier Federal Credit Union,LA,Bossier City,239605,0,-1,-1,-1,,2022,4,5,Bossier Federal Credit Union,LA,Bossier City,71171-5635,34
2022,01ERPZV3DOLNXY2MLB90,36-4040565,1,2339795,2339795,"Libertyville Bank & Trust Company, N.A.",IL,Libertyville,2231362,0,2260406,WINTRUST FINANCIAL CORPORATION,2260406,WINTRUST FINANCIAL CORPORATION                                                                                          ,2022,4,1,Libertyville Bank & Trust NA,IL,Libertyville,60048,161
2022,549300MP59Z6SRKSVR49,47-1922435,7,47-1922435,-1,FIRST CHOICE MH LLC,IL,OAK BROOK,-1,3,-1,-1,-1,,2022,4,7,First Choice MH LLC,IL,Oak Brook,60523,188
2022,25490000OGVJZR74L509,87-0481540,7,5023929,5023929,Utah Mortgage Loan Corporation,UT,Salt Lake City,-1,3,-1,-1,-1,,2022,4,7,Utah Mortgage Loan Corporation,UT,Salt Lake City,84107,384
2022,54930013LUOQHFFSBB26,27-0019832,7,3966385,3966385,LEGACY MORTGAGE LLC,NM,Albuquerque,-1,3,-1,-1,-1,,2022,4,7,Legacy Mortgage LLC,NM,Albuquerque,87109,1819
2022,254900HUD7SD8U5L3C11,35-0889144,5,969871,969871,PrimeTrust Financial Federal Credit Union,IN,Muncie,209776,0,-1,-1,-1,,2022,4,5,PrimeTrust Financial Federal C,IN,Muncie,47304,92
2022,254900FSIRD1E5MR0U30,88-0354299,7,3877016,3877016,RMS & Associates,NV,LAS VEGAS,-1,3,-1,-1,-1,,2022,4,7,RMS & ASSOCIATES,NV,LAS VEGAS,89121,295
2022,254900HD4RROQDXNWI45,93-0395917,5,97176,97176,Pacific NW Federal Credit Union,OR,Portland,288735,0,-1,-1,-1,,2022,4,5,Pacific NW Federal Credit Union,OR,Portland,97220,244
2022,549300QQT0E10LWS3326,75-0297800,2,327855,327855,Ciera Bank,TX,Graham,866556,0,1107700,-1,1107700,"FIRST GRAHAM BANCORP, INC.                                                                                              ",2022,1,2,Ciera Bank,TX,Graham,76450,81
2022,254900G8Q3CAX7YWBK48,62-1526027,3,2037185,2037185,First Community Bank of East Tennessee,TN,Rogersville,200238,0,2224239,-1,2224239,FIRST COMMUNITY CORPORATION                                                                                             ,2022,4,3,FIRST COMMUNITY BANK,TN,ROGERSVILLE,37857,173
2022,254900GL9FITA8BCKE77,87-0237696,5,264192,264192,Hercules First Federal Credit Union,UT,Salt Lake City,137350,0,-1,-1,-1,,2022,4,5,Hercules First Federal Credit Union,UT,Taylorsville,84129,60
2022,254900HIDMT4ZG09RP47,45-4414811,7,,-1,Credence Funding Corporation,MD,Forest Hill,-1,3,-1,-1,-1,,2022,4,7,CREDENCE FUNDING CORPORATION,MD,ABERDEEN,21001,187
2022,254900I68BOSEM149Q58,26-2644338,7,,-1,"Encompass Lending Group, LP",TX,Katy,-1,3,-1,-1,-1,,2022,4,7,"ENCOMPASS LENDING GROUP, L.P.",TX,KATY,77494,1078
2022,254900I6OUSD8YCJUJ63,38-1435020,5,576194,576194,COPOCO Community Credit Union,MI,Bay City,120252,0,-1,-1,-1,,2022,4,5,COPOCO Community Credit Union,MI,Bay City,48706,99
2022,254900HJA1Y85EJCGB90,06-0659509,5,595579,595579,Charter Oak Federal Credit Union,CT,Waterford,1549680,0,-1,-1,-1,,2022,4,5,CHARTER OAK FEDERAL CREDIT UNION,CT,WATERFORD,06385,1877
2022,549300157R33LDICP344,25-1447459,7,3837382,3837382,"HOWARD HANNA FINANCIAL SERVICES, INC.",PA,PITTSBURGH,-1,3,-1,-1,-1,,2022,4,7,"HOWARD HANNA FINANCIAL SERVICES, INC",PA,PITTSBURGH,15238,4106
2022,254900GNK8YXIZQ6LW40,72-0306740,3,125855,125855,Sabine State Bank and Trust Company,LA,Many,1302890,0,1108042,-1,1108042,"SABINE BANCSHARES, INC.                                                                                                 ",2022,4,3,SABINE STATE BANK AND TRUST COMPANY,LA,MANY,71449,619
2022,254900H6Q0VRU6MPSX83,75-6016747,5,744292,744292,AMERICA'S CREDIT UNION,TX,GARLAND,409491,0,-1,-1,-1,,2022,4,5,AMERICA'S CREDIT UNION,TX,GARLAND,75042,132
2022,54930013SG5BXUL3G429,71-0031220,2,34742,34742,First Western Bank,AR,Booneville,539200,0,1100091,-1,2628994,FIRST WESTERN BANCSHARES EMPLOYEE STOCK OWNERSHIP TRUST                                                                 ,2022,4,2,FIRST WESTERN BANK,AR,ROGERS,72756,192
2022,254900LSUA7OOX54X398,52-0853115,5,737388,737388,HAR-CO Credit Union,MD,Bel Air,238807,0,-1,-1,-1,,2022,4,5,HARCO Credit Union,MD,Bel Air,21014,87
2022,54930015NKWX0FSGV150,06-0405020,3,820301,820301,Jewett City Savings Bank,CT,Griswold,401695,0,-1,-1,-1,,2022,4,3,JEWETT CITY SAVINGS BANK,CT,JEWETT CITY,06351,243
2022,549300KEL5474M0Z1H81,81-1250682,7,,-1,"RESULTS MORTGAGE, LLC",DE,WILMINGTON,-1,3,-1,-1,-1,,2022,4,7,"RESULTS MORTGAGE, LLC",IL,CHICAGO,60613,933
2022,0S8H5NJFLHEVJXVTQ413,91-0897063,3,2078290,2078290,Columbia State Bank,WA,Tacoma,20934572,0,2078816,-1,2078816,"COLUMBIA BANKING SYSTEM, INC.                                                                                           ",2022,4,3,Columbia State Bank,OR,Portland,97205-3356,2565
2022,254900EKE4KU163TA318,13-6360695,5,578880,578880,American Broadcast Employees Federal Credit Union,NY,Rockville Centre,132165,0,-1,-1,-1,,2022,4,5,American Broadcast Employees FCU,NY,Rockville Centre,11570,69
2022,549300MPDN3KQZW68M43,39-0207260,3,779650,779650,Chippewa Valley Bank,WI,Hayward,669658,0,1122963,-1,1122963,"CHIPPEWA VALLEY AGENCY, LTD.                                                                                            ",2022,4,3,CHIPPEWA VALLEY BANK,WI,HAYWARD,54843,157
2022,549300MPGZVO0YIGL418,82-0230779,5,141789,141789,LOOKOUT CREDIT UNION,ID,Pocatello,308237,0,-1,-1,-1,,2022,4,5,Lookout Credit Union,ID,Pocatello,83201,158
2022,254900FTCNECUOWATD22,37-0402600,2,966272,966272,First FSB of Mascoutah,IL,Mascoutah,148788,0,-1,-1,-1,,2022,4,2,First Federal Savings Bank of Mascoutah,IL,Mascoutah,62258,98
